Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Estonia,EST,Trade (% of GDP),NE.TRD.GNFS.ZS,143.800151545203,167.349949217147,170.428334269953,165.79450131349,162.314150890323,153.210232763911
Estonia,EST,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,27.9715486807617,29.1916497558528,28.7499441822036,28.7399058361337,28.6430406413848,27.7576561757504
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.975580329,4.977614784,3.934921578,2.788496796,-0.144815519,-0.456766653
Estonia,EST,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..
Estonia,EST,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,86.4620971679688,86.5545501708984,87.2545623779297,88.4096374511719,89.6790618896484,89.6915130615234
Estonia,EST,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..
Finland,FIN,Trade (% of GDP),NE.TRD.GNFS.ZS,76.089791555318,79.1699048605926,80.4057199201173,78.5136078844092,75.3744999367317,73.4379547764349
Finland,FIN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,29.9737195941816,28.8904924495758,27.0402570512188,27.0185483594473,26.7782379496799,27.0448322593136
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.210357625,3.416809034,2.808332326,1.478288133,1.041200006,-0.207164371
Finland,FIN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,21.1388092041016,21.8909206390381,22.5055408477783,..
Finland,FIN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,70.4480590820313,71.2015533447266,71.953727722168,72.8120803833008,73.5687713623047,..
Finland,FIN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,53.9684390294429,58.1690043723935,59.2003848717422,59.0988041163812,59.7918894919885,60.8520569508482
France,FRA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,19.601917176296,19.8321923029925,19.6915850436361,19.8390016797442,19.6391930907591,19.6364667999768
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.529639382,2.117486809,1.9556855,0.86360693,0.507700673,0.037803733
France,FRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,16.3929500579834,17.6630706787109
France,FRA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,61.8969383239746,62.7715682983398,63.7497215270996,66.3351593017578,68.5302200317383,69.4374313354492
France,FRA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,79.2146911621094,79.8137283325195,80.487663269043,81.5009994506836,82.6331634521484,83.2034301757813
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,79.3030782229871,84.7477359495694,85.8747543741344,84.83642578125,84.4856724876981,85.755786637754
Germany,DEU,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,30.1625321155449,30.5668516415041,30.7058108703476,30.1076905409147,30.4401897708022,30.529635146882
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.103808561,2.075172931,2.008491182,1.504722267,0.906797035,0.234429945
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,24.1829490661621,24.7420501708984
Germany,DEU,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,81.1279907226563,81.7228622436523,82.04736328125,82.3082504272461,82.9972076416016,83.083366394043
Germany,DEU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,96.5238418579102,96.713623046875,96.7308578491211,96.6717910766602,96.7991485595703,96.7161178588867
Greece,GRC,Trade (% of GDP),NE.TRD.GNFS.ZS,52.8290979327057,57.8446200446513,61.8177666440886,63.5191424472248,67.1494536906228,63.3936164816987
Greece,GRC,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,15.6555253960896,15.5716423938903,16.2101287382896,16.5326647735669,16.0060379296926,15.6220935938635
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.712981576,3.329870174,1.501519795,-0.921271918,-1.312242411,-1.735902366
Greece,GRC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,22.1860599517822,22.929069519043
Greece,GRC,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,53.662281036377,..,..,..,56.2749290466309,57.9250907897949
Greece,GRC,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,63.1490783691406,..,..,..,67.5204162597656,69.1706924438477
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,158.352697867102,167.38804373993,166.125856222689,164.343533095777,168.923830422783,171.565870171142
Hungary,HUN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,29.9075359018591,29.8839681717282,30.0561632636054,29.8411618623105,30.5888370945034,31.7157511115626
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.881345076,3.920735315,5.667639606,1.721102477,-0.222315061,-0.070282476
Hungary,HUN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,19.4259796142578,19.9017601013184,20.6730899810791
Hungary,HUN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,75.6911087036133,76.6575622558594,77.6319808959961,78.487419128418,74.1223602294922,75.0991821289063
Hungary,HUN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,97.9304733276367,98.2056579589844,98.2855682373047,98.3937377929688,96.6406173706055,96.7666091918945
Ireland,IRL,Trade (% of GDP),NE.TRD.GNFS.ZS,189.590173145312,187.534727739655,196.609113204878,193.290657965311,208.170878476191,216.186710594284
Ireland,IRL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,26.0674459467244,28.0275157983397,27.8201574920144,27.4021677491543,27.5470832373434,41.3615772071449
Ireland,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.946166395,2.578870455,1.692784715,0.502678204,0.196785831,-0.294599018
Ireland,IRL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,26.8377990722656,..,..,..,..
Ireland,IRL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,66.5854721069336,66.3703002929688,..,..,..,..
Ireland,IRL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,81.0681991577148,83.4697036743164,..,..,..,..
Iceland,ISL,Trade (% of GDP),NE.TRD.GNFS.ZS,97.1354563649908,105.17658536012,107.974477354218,102.862140328948,100.263467238833,99.8549288510022
Iceland,ISL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,24.74805261096,25.129115285705,23.8189132709772,23.6897179533399,23.1524245700274,22.6891881234649
Iceland,ISL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.393595958,3.990412645,5.1952906,3.884644993,2.034999715,1.631284916
Iceland,ISL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..
Iceland,ISL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..
Iceland,ISL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..
Japan,JPN,Trade (% of GDP),NE.TRD.GNFS.ZS,28.6130077131406,30.3930029700341,30.6361236890786,34.1475222566436,37.5587796721031,35.5947617658213
Japan,JPN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,28.5140007877609,27.0164363844004,26.8890915405566,27.1032559835937,27.8988252028393,28.8949927465705
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.719979429,-0.267633601,-0.051939058,0.346440326,2.761954083,0.78951789
Japan,JPN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..
Japan,JPN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,80.6133880615234,..,..,..,..,..
Japan,JPN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..
Italy,ITA,Trade (% of GDP),NE.TRD.GNFS.ZS,52.3455973754055,55.582987559596,56.1848797314762,55.4665897544128,55.7597689815536,56.9469585888712
Italy,ITA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,24.3746719635211,24.2096473175722,23.8717118052846,23.6982587359751,23.3814280556037,23.5481585448496
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.539893392,2.741438213,3.04136253,1.219992129,0.241057543,0.03878675
Italy,ITA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..
Italy,ITA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,45.5006904602051,46.1607398986816,47.2840003967285,..,48.6404800415039,49.1525802612305
Italy,ITA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,73.8259963989258,74.7727508544922,75.682258605957,..,77.624397277832,78.4582595825195
Israel,ISR,Trade (% of GDP),NE.TRD.GNFS.ZS,67.8909079340675,71.4945336674808,72.102516621926,64.7215837997115,63.0192667344643,59.5292132247128
Israel,ISR,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,22.8949757248482,21.9138153893896,22.2747399418221,22.1620328306616,21.968244524144,20.9949245145102
Israel,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.69295911,3.459195493,1.70761176,1.525873129,0.475956015,-0.633122293
Israel,ISR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,31.3936901092529,32.7911186218262,33.2059211730957
Israel,ISR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,77.5900268554688,78.5398788452148,80.2942428588867,80.6550827026367,81.2332916259766,81.4417495727539
Israel,ISR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,85.1100463867188,85.7394104003906,86.1581115722656,88.427131652832,88.8318634033203,89.1813583374023
"Korea, Rep.",KOR,Trade (% of GDP),NE.TRD.GNFS.ZS,95.6540858036146,110.000052525698,109.886198237665,102.770745913065,95.297222698681,83.7121215269455
"Korea, Rep.",KOR,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,38.2697298921575,38.3806785733236,38.0697736467295,38.4133077130489,38.0609575059418,38.3339349573177
"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.939181359,4.02584625,2.187221208,1.301377058,1.274799694,0.706962879
"Korea, Rep.",KOR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,24.3577404022217,..,..,..,..,..
"Korea, Rep.",KOR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,72.7248001098633,..,..,..,..,..
"Korea, Rep.",KOR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,82.9011688232422,..,..,..,..,..
Latvia,LVA,Trade (% of GDP),NE.TRD.GNFS.ZS,108.788986837409,120.611250854009,127.065798888064,123.91365523685,122.598311991869,121.154566011183
Latvia,LVA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,23.3876762267567,23.6556519241958,23.7365967237162,23.1725360734554,22.4190497752179,22.2605713467157
Latvia,LVA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.070663812,4.401154401,2.211472011,0,0.60851927,0.201612903
Latvia,LVA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,27.7910709381104,26.554069519043,27.7935600280762
Latvia,LVA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,85.5665130615234,85.0755310058594,86.3432388305664,87.1614837646484,87.786376953125,88.5969085693359
Latvia,LVA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,99.1183013916016,99.0966415405273,99.2243881225586,99.3210372924805,99.4213790893555,99.621208190918
Luxembourg,LUX,Trade (% of GDP),NE.TRD.GNFS.ZS,316.161400227568,323.449607347643,341.862022195953,349.241939063509,382.291461929498,410.171637092446
Luxembourg,LUX,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,12.7055318712537,12.4668825643179,11.9510412221653,12.2106469970783,12.666509829415,12.5487954488554
Luxembourg,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.273404833,3.409795876,2.664199548,1.734030794,0.629749069,0.474513795
Luxembourg,LUX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..
Luxembourg,LUX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,75.5208282470703,74.9149398803711,76.2488784790039,78.2979965209961,79.5658493041992,..
Luxembourg,LUX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,100
Mexico,MEX,Trade (% of GDP),NE.TRD.GNFS.ZS,60.9465347831047,63.776520101531,66.4083190298275,64.4446325582726,65.648169486917,72.1792934080683
Mexico,MEX,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,35.0863423473207,36.3221534724316,36.3503448845937,34.4046768516602,34.3269414847908,32.7444883136394
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.156727837,3.407379617,4.111508546,3.806389823,4.018617202,2.720641263
Mexico,MEX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,12.7612199783325,..,..,14.3226099014282,13.9571304321289,14.7796497344971
Mexico,MEX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,29.2044105529785,..,33.7975082397461,31.6299304962158,31.7997303009033,33.3462181091309
Mexico,MEX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,53.0869216918945,..,58.0119209289551,56.5583801269531,57.4869689941406,59.538761138916
Netherlands,NLD,Trade (% of GDP),NE.TRD.GNFS.ZS,135.545009437667,146.173216638229,154.270852062421,153.324406968692,154.288485206815,156.296738492692
Netherlands,NLD,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,22.1362308170573,22.3910005348609,22.1436988722783,21.4284621985099,20.5050434037368,20.2794860370805
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.275552568,2.341070178,2.455547653,2.506898527,0.97603508,0.600248147
Netherlands,NLD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,27.2189903259277,28.0117092132568,28.8690700531006
Netherlands,NLD,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,66.7723236083984,66.4095993041992,67.0986328125,69.5296936035156,69.4222030639648,69.570442199707
Netherlands,NLD,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,89.5227966308594,89.4312515258789,89.8591079711914,89.4114608764648,89.3653717041016,89.4881210327148
New Zealand,NZL,Trade (% of GDP),NE.TRD.GNFS.ZS,58.2264169493192,59.1804577918881,57.0275713655091,56.0977604455865,55.100733282078,55.0154495453982
New Zealand,NZL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,20.7680447296958,20.8856126340577,21.0427659681391,20.5402030690369,21.7599003983165,..
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.302025783,4.432943294,0.883430295,1.302862025,0.906599199,0.334308399
New Zealand,NZL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,26.1462898254395,26.0090293884277
New Zealand,NZL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,68.9641036987305,68.7936172485352,..,69.4948272705078,69.5380325317383
New Zealand,NZL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..
Norway,NOR,Trade (% of GDP),NE.TRD.GNFS.ZS,68.1900916013523,69.5968352019401,68.1161138957597,67.4932004584509,68.5661486049516,69.8096542912451
Norway,NOR,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,39.0032782229979,41.3497655257466,41.0549265295258,39.7525076639965,37.9820770100823,34.7606886816314
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.399257688,1.300970874,0.709219858,2.131709174,2.025096285,2.17364832
Norway,NOR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,25.7266902923584,26.650089263916
Norway,NOR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,75.414192199707,75.9920196533203,..,..,77.0060577392578,77.4857177734375
Norway,NOR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,99.7040786743164,99.5988998413086,..,..,99.2095336914063,99.2287826538086
Poland,POL,Trade (% of GDP),NE.TRD.GNFS.ZS,82.1083264489399,87.082722756353,89.327462141553,90.6918664127781,93.7329373886842,95.9473533282353
Poland,POL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,33.165706627573,33.9456936876483,33.5707165898825,32.2408402377564,33.2019895016738,34.1210599574283
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.707452359,4.258333333,3.556869954,1.034269836,0.106951872,-0.991300366
Poland,POL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,22.6315097808838,23.7001991271973,..
Poland,POL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,80.8199768066406,81.5495910644531,82.0938491821289,82.8486328125,83.4857788085938,..
Poland,POL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,80.9015502929688,81.6829223632813,82.2974166870117,83.1423492431641,83.8526306152344,..
Portugal,PRT,Trade (% of GDP),NE.TRD.GNFS.ZS,67.3048494042777,72.8638805710354,75.9289614710258,78.0273442908481,79.9597559623838,80.2229566172975
Portugal,PRT,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,22.6241731317456,22.0769600929952,21.8256638853059,21.4668501463867,21.6466367012889,22.3941172146931
